,tconst,movie,runtime_minutes,genres,average_rating,release_date,production_budget,domestic_gross,worldwide_gross,Collections,Profit,release_year,Month,release_month,release_season,release_quarter
1801,tt1980209,paingain,129,"Action,Comedy,Crime",6.4,2013-04-26,26000000,49875291,81275291,131150582,105150582,2013,April,4,spring,Q2
3106,tt5664636,goosebumps2hauntedhalloween,90,"Adventure,Comedy,Family",5.6,2018-10-12,35000000,46697321,93291478,139988799,104988799,2018,October,10,Fall,Q4
1839,tt2023453,diaryofawimpykiddogdays,94,"Comedy,Family",6.3,2012-08-03,22000000,49008662,77229695,126238357,104238357,2012,August,8,summer,Q3
3179,tt7784604,hereditary,127,"Drama,Horror,Mystery",7.3,2018-06-08,10000000,44069456,70133905,114203361,104203361,2018,June,6,summer,Q2
1263,tt1648190,thedarktower,95,"Action,Adventure,Fantasy",5.7,2017-08-04,60000000,50701325,113461527,164162852,104162852,2017,August,8,summer,Q3
1197,tt1623288,paranorman,92,"Adventure,Animation,Comedy",7.0,2012-08-17,60000000,56003051,108119662,164122713,104122713,2012,August,8,summer,Q3
927,tt1502712,fantasticfour,100,"Action,Adventure,Drama",4.3,2015-08-07,120000000,56117548,167849187,223966735,103966735,2015,August,8,summer,Q3
1784,tt1967669,tag,91,Drama,4.6,2018-06-15,28000000,54730625,77026186,131756811,103756811,2018,June,6,summer,Q2
88,tt0787474,theboxtrolls,96,"Adventure,Animation,Comedy",6.8,2014-09-26,60000000,50837305,111946251,162783556,102783556,2014,September,9,Fall,Q3
134,tt0881320,sanctum,108,"Adventure,Drama,Thriller",5.9,2011-02-04,30000000,23209310,108957098,132166408,102166408,2011,February,2,winter/holiday,Q1
85,tt0780504,drive,100,"Crime,Drama",7.8,2011-09-16,15000000,35060689,81357930,116418619,101418619,2011,September,9,Fall,Q3
2731,tt3397884,sicario,121,"Action,Crime,Drama",7.6,2015-09-18,30000000,46889293,84393749,131283042,101283042,2015,September,9,Fall,Q3
1380,tt1711525,officechristmasparty,105,Comedy,5.8,2016-12-09,45000000,54767494,91323299,146090793,101090793,2016,December,12,winter/holiday,Q4
674,tt1391137,whydidigetmarriedtoo,121,"Comedy,Drama,Romance",4.6,2010-04-02,20000000,60095852,60831067,120926919,100926919,2010,April,4,spring,Q2
2421,tt2568862,goinginstyle,96,"Comedy,Crime",6.6,2017-04-07,24000000,45018541,78672579,123691120,99691120,2017,April,4,spring,Q2
2866,tt3862750,theperfectguy,100,"Crime,Drama,Horror",5.6,2015-09-11,18000000,57027435,60278166,117305601,99305601,2015,September,9,Fall,Q3
225,tt1020072,selma,128,"Biography,Drama,History",7.5,2015-01-09,20000000,52076908,66776576,118853484,98853484,2015,January,1,winter/holiday,Q1
714,tt1411250,riddick,119,"Action,Adventure,Sci-Fi",6.4,2013-09-06,38000000,42025135,94763758,136788893,98788893,2013,September,9,Fall,Q3
280,tt1092026,paul,104,"Adventure,Comedy,Sci-Fi",7.0,2011-03-18,40000000,37412945,101162106,138575051,98575051,2011,March,3,spring,Q1
412,tt1219827,ghostintheshell,107,"Action,Drama,Sci-Fi",6.4,2017-03-31,110000000,40563557,167910690,208474247,98474247,2017,March,3,spring,Q1
1483,tt1748122,moonrisekingdom,94,"Adventure,Comedy,Drama",7.8,2012-05-25,16000000,45512466,68848446,114360912,98360912,2012,May,5,spring,Q2
1109,tt1590193,thecommuter,105,"Action,Mystery,Thriller",6.3,2018-01-12,40000000,36343858,101985431,138329289,98329289,2018,January,1,winter/holiday,Q1
1299,tt1666186,vampiressuck,82,Comedy,3.4,2010-08-18,20000000,36661504,81424988,118086492,98086492,2010,August,8,summer,Q3
2476,tt2671706,fences,139,Drama,7.2,2016-12-16,24000000,57682904,64282881,121965785,97965785,2016,December,12,winter/holiday,Q4
2197,tt2262227,thebookoflife,95,"Adventure,Animation,Comedy",7.3,2014-10-17,50000000,50151543,97651543,147803086,97803086,2014,October,10,Fall,Q4
779,tt1445206,thegift,105,Documentary,7.6,2015-08-07,5000000,43787265,58978477,102765742,97765742,2015,August,8,summer,Q3
872,tt1465490,joy,75,Drama,6.1,2015-12-25,60000000,56451232,101134059,157585291,97585291,2015,December,12,winter/holiday,Q4
2168,tt2243537,ahauntedhouse,86,"Comedy,Fantasy",5.1,2013-01-11,2500000,40041683,59922558,99964241,97464241,2013,January,1,winter/holiday,Q1
1539,tt1790886,thecampaign,85,Comedy,6.1,2012-08-10,95000000,86907746,104907746,191815492,96815492,2012,August,8,summer,Q3
3066,tt5164432,lovesimon,110,"Comedy,Drama,Romance",7.6,2018-03-16,10000000,40826341,65520633,106346974,96346974,2018,March,3,spring,Q1
317,tt1135084,takers,107,"Action,Crime,Thriller",6.2,2010-08-27,32000000,57744720,70587268,128331988,96331988,2010,August,8,summer,Q3
2819,tt3713166,unfriended,83,"Horror,Mystery,Thriller",5.6,2015-04-17,1000000,32789645,64364198,97153843,96153843,2015,April,4,spring,Q2
300,tt1124035,theidesofmarch,101,"Drama,Thriller",7.1,2011-10-07,23000000,40962534,77735925,118698459,95698459,2011,October,10,Fall,Q4
411,tt1219342,legendoftheguardianstheowlsofgahoole,97,"Action,Adventure,Animation",7.0,2010-09-24,100000000,55675313,139716717,195392030,95392030,2010,September,9,Fall,Q3
492,tt1259528,denofthieves,140,"Action,Crime,Drama",7.0,2018-01-19,30000000,44947622,80131391,125079013,95079013,2018,January,1,winter/holiday,Q1
500,tt1262416,scream4,111,"Horror,Mystery",6.2,2011-04-15,40000000,38180928,95989590,134170518,94170518,2011,April,4,spring,Q2
2371,tt2443822,theboy,105,"Drama,Horror,Thriller",5.4,2016-01-22,10000000,35819556,68220952,104040508,94040508,2016,January,1,winter/holiday,Q1
1831,tt2011159,nogooddeed,84,"Action,Crime,Drama",5.6,2014-09-12,13200000,52543632,54323210,106866842,93666842,2014,September,9,Fall,Q3
338,tt1161864,therite,114,"Drama,Horror,Mystery",6.0,2011-01-28,37000000,33047633,97143987,130191620,93191620,2011,January,1,winter/holiday,Q1
1992,tt2194499,abouttime,123,"Comedy,Drama,Fantasy",7.8,2013-11-01,12000000,15323921,89309178,104633099,92633099,2013,November,11,Fall,Q4
3087,tt5523010,thenutcrackerandthefourrealms,99,"Adventure,Family,Fantasy",5.5,2018-11-02,132900000,54858851,170293899,225152750,92252750,2018,November,11,Fall,Q4
3164,tt7137846,breakingin,88,"Action,Crime,Drama",5.4,2018-05-11,6000000,46840590,51411620,98252210,92252210,2018,May,5,spring,Q2
1103,tt1586265,whattoexpectwhenyoureexpecting,110,"Comedy,Drama,Romance",5.7,2012-05-18,37500000,41152203,88473016,129625219,92125219,2012,May,5,spring,Q2
731,tt1415283,nannymcpheeandthebigbang,109,"Comedy,Family,Fantasy",6.1,2010-08-20,35000000,29197642,97799865,126997507,91997507,2010,August,8,summer,Q3
3084,tt5462602,thebigsick,120,"Comedy,Drama,Romance",7.6,2017-06-23,5000000,42872467,53972860,96845327,91845327,2017,June,6,summer,Q2
3039,tt4975722,moonlight,111,Drama,7.4,2016-10-21,1500000,27854931,65245512,93100443,91600443,2016,October,10,Fall,Q4
391,tt1212419,hereafter,129,"Drama,Fantasy,Romance",6.5,2010-10-15,50000000,32746941,108660270,141407211,91407211,2010,October,10,Fall,Q4
80,tt0765446,escapefromplanetearth,89,"Adventure,Animation,Comedy",5.9,2013-02-15,40000000,57012977,74156610,131169587,91169587,2013,February,2,winter/holiday,Q1
2772,tt3522806,mechanicresurrection,98,"Action,Adventure,Thriller",5.7,2016-08-26,40000000,21218403,109738840,130957243,90957243,2016,August,8,summer,Q3
3058,tt5052474,sicariodayofthesoldado,122,"Action,Crime,Drama",7.1,2018-06-29,35000000,50065850,75885196,125951046,90951046,2018,June,6,summer,Q2
19,tt0427152,dinnerforschmucks,114,Comedy,5.9,2010-07-30,69000000,73026337,86796502,159822839,90822839,2010,July,7,summer,Q3
255,tt1068242,footloose,113,"Comedy,Drama,Music",5.9,2011-10-14,24000000,51802742,62989834,114792576,90792576,2011,October,10,Fall,Q4
399,tt1213641,firstman,141,"Biography,Drama,History",7.4,2018-10-12,60000000,44936545,105203825,150140370,90140370,2018,October,10,Fall,Q4
584,tt1321870,gangstersquad,113,"Action,Crime,Drama",6.7,2013-01-11,60000000,46000903,104100903,150101806,90101806,2013,January,1,winter/holiday,Q1
2862,tt3850590,krampus,98,"Comedy,Fantasy,Horror",6.2,2015-12-04,15000000,42725475,61788393,104513868,89513868,2015,December,12,winter/holiday,Q4
2417,tt2557490,amillionwaystodieinthewest,116,"Comedy,Western",6.1,2014-05-30,40000000,42720965,86778557,129499522,89499522,2014,May,5,spring,Q2
857,tt1458730,brooklyn,80,"Comedy,Crime",7.3,2015-11-04,11000000,38322743,62076141,100398884,89398884,2015,November,11,Fall,Q4
2548,tt2911666,johnwick,101,"Action,Crime,Thriller",7.4,2014-10-24,30000000,43037835,76235001,119272836,89272836,2014,October,10,Fall,Q4
1511,tt1772317,nerve,83,"Comedy,Drama",6.8,2016-07-27,20000000,38583626,70652284,109235910,89235910,2016,July,7,summer,Q3
2521,tt2823054,mikeanddaveneedweddingdates,98,"Adventure,Comedy,Romance",6.0,2016-07-08,33000000,46009673,75898100,121907773,88907773,2016,July,7,summer,Q3
1592,tt1826727,lifeoftheparty,84,"Comedy,Drama",7.6,2018-05-11,30000000,53059911,65759911,118819822,88819822,2018,May,5,spring,Q2
2193,tt2261287,ballerina,89,"Adventure,Animation,Comedy",6.8,2017-08-25,30000000,21858070,96892829,118750899,88750899,2017,August,8,summer,Q3
2307,tt2377322,deliverusfromevil,118,"Horror,Mystery,Thriller",6.2,2014-07-02,30000000,30577122,87956618,118533740,88533740,2014,July,7,summer,Q3
2804,tt3628584,barbershopthenextcut,111,"Comedy,Drama",5.9,2016-04-15,20000000,54030051,54404202,108434253,88434253,2016,April,4,spring,Q2
869,tt1464174,bigmommaslikefatherlikeson,107,"Action,Comedy,Crime",4.4,2011-02-18,32000000,37915414,82332450,120247864,88247864,2011,February,2,winter/holiday,Q1
1750,tt1939659,carrie,100,"Drama,Horror",5.9,2013-10-18,30000000,35266619,82409520,117676139,87676139,2013,October,10,Fall,Q4
1588,tt1823672,chappie,120,"Action,Crime,Drama",6.8,2015-03-06,49000000,31569268,105002056,136571324,87571324,2015,March,3,spring,Q1
2403,tt2515086,onedirectionthisisus,92,"Documentary,Music",4.2,2013-08-30,10000000,28873374,68541786,97415160,87415160,2013,August,8,summer,Q3
897,tt1486185,redridinghood,100,"Fantasy,Horror,Mystery",5.5,2011-03-11,42000000,37662162,91678442,129340604,87340604,2011,March,3,spring,Q1
1796,tt1979320,rush,123,"Action,Biography,Drama",8.1,2013-09-20,38000000,26947624,98230839,125178463,87178463,2013,September,9,Fall,Q3
568,tt1314655,devil,80,"Horror,Mystery,Thriller",6.2,2010-09-17,10000000,33679655,63354114,97033769,87033769,2010,September,9,Fall,Q3
695,tt1402488,happyfeettwo,100,"Adventure,Animation,Comedy",5.9,2011-11-18,135000000,64006466,157956466,221962932,86962932,2011,November,11,Fall,Q4
1174,tt1616195,jedgar,137,"Biography,Crime,Drama",6.6,2011-11-09,35000000,37306030,84606030,121912060,86912060,2011,November,11,Fall,Q4
1947,tt2126357,secondact,103,"Comedy,Drama,Romance",5.8,2018-12-21,15700000,39282227,63288854,102571081,86871081,2018,December,12,winter/holiday,Q4
23,tt0435651,thegiver,97,"Drama,Romance,Sci-Fi",6.5,2014-08-15,25000000,45090374,66540205,111630579,86630579,2014,August,8,summer,Q3
2380,tt2473510,paranormalactivitytheghostdimension,88,"Horror,Mystery,Thriller",4.6,2015-10-23,10000000,18297124,77959374,96256498,86256498,2015,October,10,Fall,Q4
1591,tt1826590,aboutlastnight,100,"Comedy,Romance",6.1,2014-02-14,13000000,48637684,50445860,99083544,86083544,2014,February,2,winter/holiday,Q1
1966,tt2170593,stvincent,102,"Comedy,Drama",7.3,2014-10-10,13000000,44137712,54837234,98974946,85974946,2014,October,10,Fall,Q4
135,tt0882977,snitch,112,"Action,Drama,Thriller",6.5,2013-02-22,15000000,42930462,57907734,100838196,85838196,2013,February,2,winter/holiday,Q1
3051,tt5001718,everythingeverything,96,"Drama,Romance",6.4,2017-05-19,10000000,34121140,61603136,95724276,85724276,2017,May,5,spring,Q2
78,tt0498381,rings,102,"Drama,Horror,Mystery",4.5,2017-02-03,25000000,27793018,82917283,110710301,85710301,2017,February,2,winter/holiday,Q1
2624,tt3181822,theboynextdoor,91,"Horror,Thriller",4.7,2015-01-23,4000000,36006065,53401938,89408003,85408003,2015,January,1,winter/holiday,Q1
228,tt1028576,secretariat,123,"Biography,Drama,Family",7.2,2010-10-08,35000000,59699513,60376247,120075760,85075760,2010,October,10,Fall,Q4
1167,tt1615065,savages,131,"Crime,Drama,Thriller",6.5,2012-07-06,45000000,47323100,82513490,129836590,84836590,2012,July,7,summer,Q3
3022,tt4795124,howtobealatinlover,115,"Comedy,Drama",5.9,2017-04-28,10000000,32149404,62556228,94705632,84705632,2017,April,4,spring,Q2
45,tt0464154,piranha3d,88,"Comedy,Horror",5.4,2010-08-20,24000000,25003155,83660160,108663315,84663315,2010,August,8,summer,Q3
609,tt1340800,tinkertailorsoldierspy,122,"Drama,Mystery,Thriller",7.1,2011-12-09,21000000,24149393,81452811,105602204,84602204,2011,December,12,winter/holiday,Q4
1939,tt2121250,alpha,116,Crime,5.5,2018-08-17,51000000,35851379,99624873,135476252,84476252,2018,August,8,summer,Q3
2979,tt4587656,thestar,86,"Adventure,Animation,Comedy",6.1,2017-11-17,20000000,40847995,62758010,103606005,83606005,2017,November,11,Fall,Q4
1658,tt1855199,endofwatch,109,"Action,Crime,Drama",7.6,2012-09-21,15000000,41003371,57586606,98589977,83589977,2012,September,9,Fall,Q3
772,tt1440728,theamerican,105,"Crime,Drama,Thriller",6.3,2010-09-01,20000000,35606376,67950723,103557099,83557099,2010,September,9,Fall,Q3
91,tt0790636,dallasbuyersclub,117,"Biography,Drama",8.0,2013-11-01,5000000,27298285,60611845,87910130,82910130,2013,November,11,Fall,Q4
490,tt1259521,thecabininthewoods,95,Horror,7.0,2012-04-13,30000000,42073277,70689968,112763245,82763245,2012,April,4,spring,Q2
1534,tt1787759,madeasbighappyfamily,106,"Comedy,Drama",4.7,2011-04-22,25000000,53345287,54160818,107506105,82506105,2011,April,4,spring,Q2
720,tt1413492,12strong,130,"Action,Drama,History",6.6,2018-01-19,35000000,45819713,71118378,116938091,81938091,2018,January,1,winter/holiday,Q1
240,tt1038686,legion,100,"Action,Fantasy,Horror",5.2,2010-01-22,26000000,40168080,67647574,107815654,81815654,2010,January,1,winter/holiday,Q1
1270,tt1655441,theageofadaline,112,"Drama,Fantasy,Romance",7.2,2015-04-24,30000000,42629776,68984536,111614312,81614312,2015,April,4,spring,Q2
2359,tt2404425,womaningold,109,"Biography,Drama,History",7.3,2015-04-01,11000000,33307793,58586407,91894200,80894200,2015,April,4,spring,Q2
17,tt0401729,johncarter,132,"Action,Adventure,Sci-Fi",6.6,2012-03-09,275000000,73058679,282778100,355836779,80836779,2012,March,3,spring,Q1
2157,tt2234155,theinternship,119,Comedy,6.3,2013-06-07,58000000,44672764,93672764,138345528,80345528,2013,June,6,summer,Q2
3004,tt4682786,collateralbeauty,97,"Drama,Romance",6.8,2016-12-16,36000000,31016021,85309093,116325114,80325114,2016,December,12,winter/holiday,Q4
436,tt1231587,hottubtimemachine,101,"Comedy,Sci-Fi",6.4,2010-03-26,36000000,50269859,65967750,116237609,80237609,2010,March,3,spring,Q1
1133,tt1600195,abduction,106,"Action,Mystery,Thriller",5.1,2011-09-23,35000000,28087155,86648359,114735514,79735514,2011,September,9,Fall,Q3
1425,tt1731141,endersgame,114,"Action,Adventure,Fantasy",6.6,2013-11-01,110000000,61737191,127983283,189720474,79720474,2013,November,11,Fall,Q4
1069,tt1564585,skyline,92,"Action,Sci-Fi,Thriller",4.4,2010-11-12,10000000,21416355,68264973,89681328,79681328,2010,November,11,Fall,Q4
1822,tt2005151,wardogs,114,"Comedy,Crime,Drama",7.1,2016-08-19,50000000,43034523,86234503,129269026,79269026,2016,August,8,summer,Q3
2322,tt2387559,deliveryman,105,"Comedy,Drama",6.4,2013-11-22,22000000,30659817,70536870,101196687,79196687,2013,November,11,Fall,Q4
252,tt1065073,boyhood,165,Drama,7.9,2014-07-11,4000000,25379975,57273049,82653024,78653024,2014,July,7,summer,Q3
105,tt0816442,thebookthief,131,"Drama,War",7.6,2013-11-08,19000000,21488481,76086711,97575192,78575192,2013,November,11,Fall,Q4
1182,tt1618442,thelastwitchhunter,106,"Action,Adventure,Fantasy",6.0,2015-10-23,80000000,27367660,130818912,158186572,78186572,2015,October,10,Fall,Q4
397,tt1212436,thebackupplan,104,"Comedy,Romance",5.4,2010-04-23,35000000,37490007,75281179,112771186,77771186,2010,April,4,spring,Q2
321,tt1142977,frankenweenie,87,"Animation,Comedy,Family",7.0,2012-10-05,39000000,35287788,81150788,116438576,77438576,2012,October,10,Fall,Q4
1760,tt1945037,beginagain,68,"Drama,Family",7.0,2014-06-27,8000000,16170632,68838736,85009368,77009368,2014,June,6,summer,Q2
40,tt0455407,thecrazies,101,"Horror,Thriller",6.5,2010-02-26,19000000,39123589,56445534,95569123,76569123,2010,February,2,winter/holiday,Q1
2820,tt3717252,underworldbloodwars,91,"Action,Adventure,Fantasy",5.8,2017-01-06,35000000,30353973,81209222,111563195,76563195,2017,January,1,winter/holiday,Q1
1262,tt1648179,herecomestheboom,105,"Action,Comedy,Sport",6.4,2012-10-12,42000000,45290318,73239258,118529576,76529576,2012,October,10,Fall,Q4
2931,tt4218572,widows,129,"Crime,Drama,Thriller",7.0,2018-11-16,40000000,42402632,73866088,116268720,76268720,2018,November,11,Fall,Q4
60,tt0479997,seasonofthewitch,95,"Action,Adventure,Fantasy",5.4,2011-01-07,40000000,24827228,91126600,115953828,75953828,2011,January,1,winter/holiday,Q1
200,tt0993842,hanna,111,"Action,Drama,Thriller",6.8,2011-04-08,30000000,40259119,65343694,105602813,75602813,2011,April,4,spring,Q2
2161,tt2239822,valerianandthecityofathousandplanets,137,"Action,Adventure,Fantasy",6.5,2017-07-21,180000000,40479370,215098356,255577726,75577726,2017,July,7,summer,Q3
2229,tt2281587,muppetsmostwanted,107,"Adventure,Comedy,Crime",6.4,2014-03-21,55000000,51178893,79312301,130491194,75491194,2014,March,3,spring,Q1
1230,tt1638355,themanfromuncle,116,"Action,Adventure,Comedy",7.3,2015-08-14,75000000,45445109,104949584,150394693,75394693,2015,August,8,summer,Q3
2250,tt2305051,wild,115,"Adventure,Biography,Drama",7.1,2014-12-03,15000000,37880356,52460543,90340899,75340899,2014,December,12,winter/holiday,Q4
305,tt1126591,burlesque,119,"Drama,Music,Musical",6.4,2010-11-24,55000000,39440655,90552675,129993330,74993330,2010,November,11,Fall,Q4
384,tt1210819,theloneranger,150,"Action,Adventure,Western",6.4,2013-07-02,275000000,89302115,260002115,349304230,74304230,2013,July,7,summer,Q3
2533,tt2872718,nightcrawler,117,"Crime,Drama,Thriller",7.9,2014-10-31,8500000,32381218,50334418,82715636,74215636,2014,October,10,Fall,Q4
180,tt0970179,hugo,126,"Adventure,Drama,Family",7.5,2011-11-23,180000000,73864507,180047784,253912291,73912291,2011,November,11,Fall,Q4
501,tt1265990,theroommate,91,"Drama,Thriller",4.9,2011-02-04,16000000,37300107,52545707,89845814,73845814,2011,February,2,winter/holiday,Q1
677,tt1392197,marmaduke,87,"Comedy,Family",4.2,2010-06-04,50000000,33644788,89895930,123540718,73540718,2010,June,6,summer,Q2
1693,tt1872194,thejudge,141,"Crime,Drama",7.4,2014-10-10,50000000,47119388,76119388,123238776,73238776,2014,October,10,Fall,Q4
1915,tt2097298,mcfarlandusa,129,"Biography,Drama,Sport",7.4,2015-02-20,17000000,44480275,45707924,90188199,73188199,2015,February,2,winter/holiday,Q1
1676,tt1869538,life,75,Documentary,7.8,2017-03-24,58000000,30234022,100929666,131163688,73163688,2017,March,3,spring,Q1
1121,tt1596346,soulsurfer,112,"Biography,Drama,Family",7.1,2011-04-08,18000000,43853424,47158652,91012076,73012076,2011,April,4,spring,Q2
3088,tt5580036,itonya,120,"Biography,Comedy,Drama",7.5,2017-12-08,11000000,30014534,53797409,83811943,72811943,2017,December,12,winter/holiday,Q4
1478,tt1742044,jerseyboys,134,"Biography,Drama,Music",6.8,2014-06-20,40000000,47047013,65282732,112329745,72329745,2014,June,6,summer,Q2
3108,tt5690360,slenderman,93,"Horror,Mystery,Thriller",3.2,2018-08-10,10000000,30564825,51723644,82288469,72288469,2018,August,8,summer,Q3
51,tt0475290,hailcaesar,106,"Comedy,Drama,Music",6.3,2016-02-05,22000000,30080225,64160680,94240905,72240905,2016,February,2,winter/holiday,Q1
2502,tt2752772,sinister2,97,"Horror,Mystery,Thriller",5.3,2015-08-21,10000000,27740955,54104225,81845180,71845180,2015,August,8,summer,Q3
2244,tt2296777,sherlockgnomes,86,"Adventure,Animation,Comedy",5.1,2018-03-23,59000000,43242871,87527651,130770522,71770522,2018,March,3,spring,Q1
532,tt1287468,catsdogstherevengeofkittygalore,82,"Action,Comedy,Family",4.3,2010-07-30,85000000,43585753,113026383,156612136,71612136,2010,July,7,summer,Q3
3174,tt7424200,teentitansgotothemovies,84,"Action,Animation,Comedy",6.8,2018-07-27,10000000,29790236,51620593,81410829,71410829,2018,July,7,summer,Q3
1557,tt1800246,thatawkwardmoment,94,"Comedy,Romance",6.2,2014-01-31,8000000,26068955,53068955,79137910,71137910,2014,January,1,winter/holiday,Q1
3169,tt7334528,uncledrew,103,"Comedy,Sport",5.7,2018-06-29,18000000,42469946,46527161,88997107,70997107,2018,June,6,summer,Q2
576,tt1321509,deathatafuneral,92,Comedy,5.7,2010-04-16,21000000,42739347,48977233,91716580,70716580,2010,April,4,spring,Q2
2946,tt4302938,kuboandthetwostrings,101,"Action,Adventure,Animation",7.8,2016-08-19,55000000,48023088,77548122,125571210,70571210,2016,August,8,summer,Q3
2774,tt3530002,thenightbefore,101,"Adventure,Comedy,Fantasy",6.4,2015-11-20,25000000,43035725,52427346,95463071,70463071,2015,November,11,Fall,Q4
961,tt1509767,thethreemusketeers,110,"Action,Adventure,Romance",5.8,2011-10-21,90000000,20377913,139877913,160255826,70255826,2011,October,10,Fall,Q4
3128,tt6063050,acrimony,120,"Drama,Romance,Thriller",5.7,2018-03-30,20000000,43549096,46627836,90176932,70176932,2018,March,3,spring,Q1
2480,tt2679042,hitmanagent47,96,"Action,Adventure,Crime",5.7,2015-08-21,35000000,22467450,82182803,104650253,69650253,2015,August,8,summer,Q3
1663,tt1859650,toromewithlove,112,"Comedy,Music,Romance",6.3,2012-06-22,21500000,16684352,74326015,91010367,69510367,2012,June,6,summer,Q2
73,tt0491152,somethingborrowed,112,"Comedy,Drama,Romance",5.9,2011-05-06,35000000,39046489,65084116,104130605,69130605,2011,May,5,spring,Q2
1304,tt1666801,theduff,101,"Comedy,Romance",6.5,2015-02-20,8500000,34030343,43528634,77558977,69058977,2015,February,2,winter/holiday,Q1
1282,tt1657507,colombiana,108,"Action,Drama,Thriller",6.4,2011-08-26,40000000,36665854,72295262,108961116,68961116,2011,August,8,summer,Q3
1860,tt2053463,sideeffects,106,"Crime,Drama,Mystery",7.1,2013-02-08,30000000,32172757,66742138,98914895,68914895,2013,February,2,winter/holiday,Q1
1099,tt1582507,houseattheendofthestreet,101,"Drama,Horror,Thriller",5.6,2012-09-21,6900000,31611916,44103982,75715898,68815898,2012,September,9,Fall,Q3
1232,tt1640484,jumpingthebroom,112,"Comedy,Drama",5.7,2011-05-06,7000000,37295394,38158601,75453995,68453995,2011,May,5,spring,Q2
14,tt0383010,thethreestooges,92,"Comedy,Family",5.1,2012-04-13,30000000,44338224,54052249,98390473,68390473,2012,April,4,spring,Q2
560,tt1306980,5050,100,"Comedy,Drama,Romance",7.7,2011-09-30,8000000,35016118,41334735,76350853,68350853,2011,September,9,Fall,Q3
1987,tt2183034,earthtoecho,91,"Adventure,Family,Sci-Fi",5.8,2014-07-02,13000000,38934842,42174545,81109387,68109387,2014,July,7,summer,Q3
625,tt1351685,jackthegiantslayer,114,"Adventure,Fantasy",6.3,2013-03-01,195000000,65187603,197687603,262875206,67875206,2013,March,3,spring,Q1
1210,tt1630036,courageous,129,Drama,7.0,2011-09-30,2000000,34522221,35185884,69708105,67708105,2011,September,9,Fall,Q3
286,tt1103153,killers,100,"Action,Comedy,Romance",5.4,2010-06-04,75000000,47059963,95572749,142632712,67632712,2010,June,6,summer,Q2
2993,tt4649416,almostchristmas,111,"Comedy,Drama",6.1,2016-11-11,17000000,42065185,42493506,84558691,67558691,2016,November,11,Fall,Q4
2973,tt4560436,mile22,94,"Action,Adventure,Thriller",6.1,2018-08-17,35000000,36108758,66295121,102403879,67403879,2018,August,8,summer,Q3
2497,tt2726560,thelongestride,123,"Drama,Romance",7.1,2015-04-10,34000000,37446117,63802928,101249045,67249045,2015,April,4,spring,Q2
868,tt1462769,theoddlifeoftimothygreen,105,"Comedy,Drama,Family",6.6,2012-08-15,40000000,51853450,55249159,107102609,67102609,2012,August,8,summer,Q3
1100,tt1583420,larrycrowne,98,"Comedy,Drama,Romance",6.1,2011-07-01,30000000,35608245,61449135,97057380,67057380,2011,July,7,summer,Q3
2331,tt2388715,oculus,104,"Horror,Mystery",6.5,2014-04-11,5000000,27695246,44115496,71810742,66810742,2014,April,4,spring,Q2
2335,tt2390281,max,83,Comedy,5.1,2015-06-26,20000000,42656255,43658157,86314412,66314412,2015,June,6,summer,Q2
416,tt1226273,edgeofdarkness,117,"Crime,Drama,Mystery",6.6,2010-01-29,60000000,43313890,82812456,126126346,66126346,2010,January,1,winter/holiday,Q1
259,tt1072748,winchester,99,"Biography,Drama,Fantasy",5.4,2018-02-02,3500000,25091816,44378040,69469856,65969856,2018,February,2,winter/holiday,Q1
2563,tt2952692,stateofplay,87,"Documentary,Drama,Sport",6.5,2009-04-17,60000000,37017955,88832210,125850165,65850165,2009,April,4,spring,Q2
745,tt1430612,brickmansions,90,"Action,Crime",5.7,2014-04-25,28000000,20396829,73421224,93818053,65818053,2014,April,4,spring,Q2
398,tt1212450,lawless,116,"Crime,Drama",7.3,2012-08-29,26000000,37397291,54393687,91790978,65790978,2012,August,8,summer,Q3
1533,tt1781922,noescape,103,"Action,Thriller",6.8,2015-08-26,5000000,27288872,42844516,70133388,65133388,2015,August,8,summer,Q3
2256,tt2309260,thegallows,81,"Horror,Mystery,Thriller",4.2,2015-07-10,100000,22764410,41656474,64420884,64320884,2015,July,7,summer,Q3
63,tt0480687,hallpass,105,"Comedy,Romance",5.9,2011-02-25,68000000,45060734,87173475,132234209,64234209,2011,February,2,winter/holiday,Q1
1266,tt1650554,kickass2,103,"Action,Comedy,Crime",6.6,2013-08-16,28000000,28795985,63129909,91925894,63925894,2013,August,8,summer,Q3
2571,tt2978462,dolphintale2,107,"Drama,Family",6.4,2014-09-12,36000000,42024533,57824533,99849066,63849066,2014,September,9,Fall,Q3
661,tt1385867,copout,107,"Action,Comedy,Crime",5.6,2010-02-26,37000000,44875481,55909910,100785391,63785391,2010,February,2,winter/holiday,Q1
2559,tt2938956,thetransporterrefueled,96,"Action,Adventure,Crime",5.2,2015-09-04,22000000,16029670,69698495,85728165,63728165,2015,September,9,Fall,Q3
776,tt1441951,quartet,94,"Comedy,Drama",6.8,2013-01-11,11000000,18388357,56178935,74567292,63567292,2013,January,1,winter/holiday,Q1
585,tt1322269,augustosagecounty,121,"Comedy,Drama",7.2,2013-12-25,25000000,37738810,50738810,88477620,63477620,2013,December,12,winter/holiday,Q4
126,tt0850709,risen,121,"Biography,Drama",5.3,2016-02-19,20000000,36880033,46255763,83135796,63135796,2016,February,2,winter/holiday,Q1
